"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TRIP","TripAdvisor, Inc.","53.7","7417914584.4","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip",
"TSC","TriState Capital Holdings, Inc.","21.58","632117000.84","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","26.2436","768722229.9928","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tscap",
"TBK","Triumph Bancorp, Inc.","30.53","815195573.8","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/tbk",
"TRVG","trivago N.V.","4.45","158241483.8","35559884","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",
"TROV","TrovaGene, Inc.","3.6","14454741.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",
"TRUE","TrueCar, Inc.","6.63","695372977.26","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true",
"TRUP","Trupanion, Inc.","32.46","1114436423.22","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","7.89","763351306.35","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","34.85","2261765000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trmk",
"TSRI","TSR, Inc.","5.2","10202722.4","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","36.32","1678315311.04","n/a","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","12.23","1285912563.14","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","6.57","17082000","2600000","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/tc",
"TCX","Tucows Inc.","80.21","853360526.59","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",
"TUES","Tuesday Morning Corp.","2.15","100622872.4","n/a","1999","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tues",
"TOUR","Tuniu Corporation","4.73","168440356.37","35611069","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tour",
"HEAR","Turtle Beach Corporation","11.73","167463051.75","n/a","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",
"THCB","Tuscan Holdings Corp.","9.78","347062860","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/thcb",
"THCBU","Tuscan Holdings Corp.","10.45","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/thcbu",
"THCBW","Tuscan Holdings Corp.","0.66","0","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/thcbw",
"TWLV","Twelve Seas Investment Company","10.02","268325580","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlv",
"TWLVR","Twelve Seas Investment Company","0.27","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvr",
"TWLVU","Twelve Seas Investment Company","10.5","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvu",
"TWLVW","Twelve Seas Investment Company","0.2488","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlvw",
"TWIN","Twin Disc, Incorporated","16.8","220071801.6","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"TWST","Twist Bioscience Corporation","24.76","693723798.24","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/twst",
"TRCB","Two River Bancorp","16","138647600","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trcb",
"TYME","Tyme Technologies, Inc.","1.73","179567240.89","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"USCR","U S Concrete, Inc.","43.09","716125550.82","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","1.08","38245559.4","n/a","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prts",
"USEG","U.S. Energy Corp.","0.772","10388386.348","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","1.13","17104125.22","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","0.9254","17869482.3286","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usau",
"USWS","U.S. Well Services, Inc.","7.92","401283685.44","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","1.03","0","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/uswsw",
"UBNT","Ubiquiti Networks, Inc.","159.19","11226410870.34","n/a","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",
"UFPT","UFP Technologies, Inc.","36.81","272727020.07","n/a","1993","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/ufpt",
"ULTA","Ulta Beauty, Inc.","350.14","20589542924.16","n/a","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","11.52","450554676.48","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",
"UPL","Ultra Petroleum Corp.","0.6002","118469453.659","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/upl",
"RARE","Ultragenyx Pharmaceutical Inc.","71.23","3652600178.34","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","10.66","166928329.88","n/a","1992","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ulbi",
"UMBF","UMB Financial Corporation","65.57","3216347901.82","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/umbf",
"UMPQ","Umpqua Holdings Corporation","17.34","3821014968.12","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/umpq",
"UNAM","Unico American Corporation","5.7247","30381572.5441","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/unam",
"UBSH","Union Bankshares Corporation","33.88","2778715394.84","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsh",
"UNB","Union Bankshares, Inc.","45.28","202293561.92","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unb",
"QURE","uniQure N.V.","63.62","2393785206","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",
"UBCP","United Bancorp, Inc.","10.6447","63028407.6829","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","23.26","76074946.84","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","37.61","3844952327.41","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsi",
"UCBI","United Community Banks, Inc.","26.37","2086811072.37","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ucbi",
"UCFC","United Community Financial Corp.","9.44","463776580","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ucfc",
"UAL","United Continental Holdings, Inc.","84.64","22575822117.28","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ual",
"UBNK","United Financial Bancorp, Inc. ","14.69","750621187.94","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ubnk",
"UFCS","United Fire Group, Inc","44.08","1106950580.72","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","16.4","704936829.2","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/uihc",
"UNFI","United Natural Foods, Inc.","13.26","673871794.44","n/a","1996","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/unfi",
"UBFO","United Security Bancshares","10.8","183023517.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubfo",
"USLM","United States Lime & Minerals, Inc.","78.5","440383508.5","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/uslm",
"UTHR","United Therapeutics Corporation","118.49","5180671441.64","n/a","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","19.2458","88421344.6102","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ug",
"UNIT","Uniti Group Inc.","12.2","2233868153.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/unit",
"UNTY","Unity Bancorp, Inc.","19.34","208847206.12","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","8.94","383141517.42","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ubx",
"OLED","Universal Display Corporation","163.44","7699719690","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","36.73","508437302.26","n/a","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","30.85","1892033615.85","n/a","1993","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/ufpi",
"ULH","Universal Logistics Holdings, Inc.","20.95","594641175.65","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ulh",
"USAP","Universal Stainless & Alloy Products, Inc.","18.12","158853274.44","n/a","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/usap",
"UVSP","Univest Financial Corporation","25.01","732536147.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uvsp",
"UMRX","Unum Therapeutics Inc.","4.1","123372534.2","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",
"TIGR","UP Fintech Holding Limited","15.39","200070000","13000000","2019","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/tigr",
"UPLD","Upland Software, Inc.","40.49","870321941.62","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","19.96","2129572918.8","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/upwk",
"UONE","Urban One, Inc. ","2.05","3334919.5","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","1.93","73304001.64","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","33.41","3459918351.24","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/urbn",
"MYT","Urban Tea, Inc.","2.34","54136634.76","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/myt",
"URGN","UroGen Pharma Ltd.","40","819057720","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","9.99","302925880.89","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urov",
"ECOL","US Ecology, Inc.","56.04","1236816417.72","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/ecol",
"USAT","USA Technologies, Inc.","4.64","278404250.24","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","20.05","8923513.15","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usatp",
"USAK","USA Truck, Inc.","14.89","124501767.15","n/a","1992","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usak",
"UTMD","Utah Medical Products, Inc.","86.61","322415252.1","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/utmd",
"UTSI","UTStarcom Holdings Corp","3.48","124909105.08","n/a","2000","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/utsi",
"UXIN","Uxin Limited","4.15","485482956.75","116983845","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/uxin",
"VCNX","Vaccinex, Inc.","6.3","72297218.7","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vcnx",
"VLRX","Valeritas Holdings, Inc.","0.295","29484788.915","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vlrx",
"VALX","Validea Market Legends ETF","27.51","24759027.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/valx",
"VLY","Valley National Bancorp","9.97","3309878904.74","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vly",
"VLYPO","Valley National Bancorp","24.85","99400000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vlypo",
"VLYPP","Valley National Bancorp","27.13","124798000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vlypp",
"VALU","Value Line, Inc.","24.33","235295454.33","n/a","1983","Finance","Investment Managers","https://www.nasdaq.com/symbol/valu",
"VNDA","Vanda Pharmaceuticals Inc.","18.6","979155224.4","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vnda",
"BBH","VanEck Vectors Biotech ETF","130.13","415960935.39","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbh",
"GNRX","VanEck Vectors Generic Drugs ETF","22.416","3362400","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gnrx",
"PPH","VanEck Vectors Pharmaceutical ETF","59.65","187189931.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pph",
"VWOB","Vanguard Emerging Markets Government Bond ETF","77.9","1224237527.9","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vwob",
"VNQI","Vanguard Global ex-U.S. Real Estate ETF","59.74","5887717159.56","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vnqi",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","86.31","22798079621.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vcit",
"VGIT","Vanguard Intermediate-Term Treasury ETF","64.09","3651309267.19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vgit",
"VIGI","Vanguard International Dividend Appreciation ETF","65.57","1090400839.33","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vigi",
"VYMI","Vanguard International High Dividend Yield ETF","62.38","1061210868.06","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vymi",
"VCLT","Vanguard Long-Term Corporate Bond ETF","90.4","3272867725.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vclt",
"VGLT","Vanguard Long-Treasury ETF","76.2","866366491.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vglt",
"VMBS","Vanguard Mortgage-Backed Securities ETF","52.06","8465494560.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vmbs",
"VONE","Vanguard Russell 1000 ETF","131.88","1091307000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vone",
"VONG","Vanguard Russell 1000 Growth ETF","158.37","2435209721.07","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vong",
"VONV","Vanguard Russell 1000 Value ETF","109.63","1839043250","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vonv",
"VTWO","Vanguard Russell 2000 ETF","125.32","1569633000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwo",
"VTWG","Vanguard Russell 2000 Growth ETF","144.63","296491500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Russell 2000 Value ETF","106.58","250463000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwv",
"VTHR","Vanguard Russell 3000 ETF","131.44","440324000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vthr",
"VCSH","Vanguard Short-Term Corporate Bond ETF","79.37","23982514760.24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vcsh",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","48.68","6130857290.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtip",
"VGSH","Vanguard Short-Term Treasury ETF","60.26","4870503954.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vgsh",
"BND","Vanguard Total Bond Market ETF","80.67","37949024862.06","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bnd",
"VTC","Vanguard Total Corporate Bond ETF","83.0945","116332300","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtc",
"BNDX","Vanguard Total International Bond ETF","55.58","16302287073.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bndx",
"VXUS","Vanguard Total International Stock ETF","53","12093900188","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vxus",
"BNDW","Vanguard Total World Bond ETF","76.46","114690000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bndw",
"VEAC","Vantage Energy Acquisition Corp.","10.21","563592000","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veac",
"VEACU","Vantage Energy Acquisition Corp.","10.18","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veacu",
"VEACW","Vantage Energy Acquisition Corp.","0.0056","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veacw",
"VREX","Varex Imaging Corporation","34.35","1309399466.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/vrex",
"VRNS","Varonis Systems, Inc.","60.26","1806656325.46","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/vrns",
"VBLT","Vascular Biogenics Ltd.","1.5","53821692","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",
"VXRT","Vaxart, Inc.","1.9201","16015916.9989","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vxrt",
"VBIV","VBI Vaccines, Inc.","1.91","186534204.17","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vbiv",
"VTIQ","VectoIQ Acquisition Corp.","10.02","296992800","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiq",
"VTIQU","VectoIQ Acquisition Corp.","10.5","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiqu",
"VTIQW","VectoIQ Acquisition Corp.","0.47","13930800","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiqw",
"VECO","Veeco Instruments Inc.","11.91","572085047.19","n/a","1994","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/veco",
"VEON","VEON Ltd.","2.14","3178812639.38","1485426467","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/veon",
"VRA","Vera Bradley, Inc.","13.34","455758845.54","n/a","2010","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","25.55","1050328332.55","n/a","2013","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","3.12","230458912.32","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","17.3","757860373.4","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vcel",
"VRNT","Verint Systems Inc.","59.36","3878139930.56","n/a","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","186.13","22282543457.37","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","135.71","22190183120.96","n/a","2009","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","25.56","1394006641.56","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/vbtx",
"VERI","Veritone, Inc.","6.9","135952211.1","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/veri",
"VRML","Vermillion, Inc.","1.04","78554057.92","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vrml",
"VRNA","Verona Pharma plc","6.65","61357741.2","9226728","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",
"VRRM","Verra Mobility Corporation","12.81","1999085584.02","n/a","2017","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/vrrm",
"VRCA","Verrica Pharmaceuticals Inc.","10.35","266070099.6","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrca",
"VTNR","Vertex Energy, Inc","1.61","64681461.81","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","184.15","47079216109.35","n/a","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrtx",
"VERU","Veru Inc.","1.44","90337651.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/veru",
"VIA","Viacom Inc.","34.31","13829345972.96","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","29.27","10351028604.05","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/viab",
"VSAT","ViaSat, Inc.","78.98","4776810151.74","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","12.48","2845395296.64","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/viav",
"VICL","Vical Incorporated","1.2","26184234","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vicl",
"VICR","Vicor Corporation","30.35","1220432591.45","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/vicr",
"VCTR","Victory Capital Holdings, Inc.","16.05","233783898.75","n/a","2018","Finance","Investment Managers","https://www.nasdaq.com/symbol/vctr",
"CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","32.17","138335117.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ciz",
"VSDA","VictoryShares Dividend Accelerator ETF","31.795","12717300.51","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vsda",
"CEY","VictoryShares Emerging Market High Div Volatility Wtd ETF","24.65","35738679.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cey",
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF","26.21","18345348.77","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cez",
"CID","VictoryShares International High Div Volatility Wtd ETF","33.3455","43347782.8345","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cid",
"CIL","VictoryShares International Volatility Wtd ETF","38.3916","44147383.8468","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cil",
"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","47.56","901327490.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfo",
"CFA","VictoryShares US 500 Volatility Wtd ETF","51.003","706450968.495","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfa",
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","40.0935","110253596.772","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csf",
"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF","45.2733","719871185.2344","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cdc",
"CDL","VictoryShares US Large Cap High Div Volatility Wtd ETF","46.755","310920188.94","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cdl",
"VSMV","VictoryShares US Multi-Factor Minimum Volatility ETF","29.52","38378745.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vsmv",
"CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","44.403","66610982.838","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csb",
"CSA","VictoryShares US Small Cap Volatility Wtd ETF","45.82","34361838.42","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csa",
"VRAY","ViewRay, Inc.","7.72","746289690.28","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","10.32","742895747.04","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","8.84","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","33.39","47924099.37","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vbfc",
"VFF","Village Farms International, Inc.","15.97","761135581.89","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/vff",
"VLGEA","Village Super Market, Inc.","26.96","387186740.96","n/a","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/vlgea",
"VIOT","Viomi Technology Co., Ltd","11.26","128364000","11400000","2018","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/viot",
"VNOM","Viper Energy Partners LP","32.75","4421166684","n/a","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/vnom",
"VIRC","Virco Manufacturing Corporation","4.35","67607508.6","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/virc",
"VTSI","VirTra, Inc.","3.89","30142462.45","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/vtsi",
"VIRT","Virtu Financial, Inc.","25.5","4843251720","n/a","2015","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/virt",
"VRTS","Virtus Investment Partners, Inc.","106.29","745218534.78","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/vrts",
"VRTSP","Virtus Investment Partners, Inc.","93.25","107237500","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/vrtsp",
"BBC","Virtus LifeSci Biotech Clinical Trials ETF","29.42","29420117.68","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbc",
"BBP","Virtus LifeSci Biotech Products ETF","45.2914","45291581.1656","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbp",
"VRTU","Virtusa Corporation","52.89","1582504765.2","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/vrtu",
"VISL","Vislink Technologies, Inc.","0.34","6478562.3","n/a","2013","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/visl",
"VTGN","VistaGen Therapeutics, Inc.","1.3","53456604.5","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtgn",
